211,"TB JOSHUA SPEAKS On Boko Haram, Chibok Girls, Warns Nigerian Politicians",6TPy4WBK6B8,2014-05-07T23:04:33+00:00,0:29:44
212,ILLUMINATI EXPOSED: Satanism In Music Industry!!!,TjbllQA3lfo,2014-05-10T02:06:04+00:00,0:41:14
213,PRINCE OF PERSIA SPEAKS: How Demons DESTROY!,9_jpWr1f8Q4,2014-05-14T20:24:39+00:00,0:41:54
214,"CONFESSIONS OF A TEENAGE CULTIST - ""I Use Witchcraft To Fight!!!""",qAXiTK6lAl4,2014-05-22T21:52:44+00:00,0:47:44
215,"""I Needed Written Permission From My Wife Before Sleeping With Her"" - PASTOR CONFESSES",midWz-yxBKs,2014-05-22T22:15:10+00:00,0:20:57
216,FUNNY Deliverance!,_SjylTgUn3c,2014-05-23T14:59:52+00:00,0:13:30
217,HORRIFIC: A Bloody Miracle!,IPbI0utajjw,2014-05-26T22:12:07+00:00,0:23:44
218,MUST-WATCH Video For EVERY FAMILY!!!,fNO9jkFEWGo,2014-05-28T22:41:34+00:00,0:54:42
219,"""My Wife REFUSES To Sleep With Me...""",g42QqHuG9rY,2014-05-29T13:56:27+00:00,0:12:07
220,"FALLEN ANGEL SPEAKS: ""I Want My Wings Back!""",RuE443fH76E,2014-05-29T20:51:29+00:00,0:19:47
221,From SECRET CULT To GOSPEL MUSICIAN!,tRpU9I9s85w,2014-05-30T13:18:29+00:00,0:11:02
222,BULLDOZER! How Prophecy Solves Heated Family Issue!,OCv-IkYIm30,2014-05-30T15:30:38+00:00,0:31:44
223,"""I Found My Husband's Condoms!!!"" - MARRIAGE COUNSELLING",BUYzIxUNv5w,2014-06-04T02:42:50+00:00,0:05:37
224,PROOF THAT SUICIDE IS SATANIC!!!,vml3w-R1QMY,2014-06-04T03:08:25+00:00,0:12:00
225,PRAYER FOR THOSE STRUGGLING WITH DOUBT - T.B. JOSHUA,303pzr95R2w,2014-06-04T16:00:56+00:00,0:01:28
226,"""I PROPHESY TO YOUR LIFE..."" - TB Joshua Powerful Prayer",usr9cojC064,2014-06-04T23:15:19+00:00,0:01:42
227,LETHAL SEDUCTION: I Enjoy Destroying Men!!!,dCCoZhm2Wxw,2014-06-09T13:22:51+00:00,0:20:49
228,I Met A DEMON On The INTERNET!!!,ny8EjEPhVgQ,2014-06-09T14:05:47+00:00,0:15:01
229,"Satan, Loose Your Grip!!! | Pray With T.B. Joshua",JiY43q0wJPg,2014-06-10T22:33:27+00:00,0:01:31
230,MIGHTY MIRACLE: Maggot-Infested Leg Supernaturally Healed!!!,KfeJ1s-efdo,2014-06-11T16:14:27+00:00,0:05:14
231,Because Of Christ... | Pray With T.B. Joshua,2hiz9U8bFXc,2014-06-11T16:20:55+00:00,0:01:11
232,AWESOME Fruit Of The Womb Testimony!,46GPnlE7yU8,2014-06-11T19:51:39+00:00,0:04:34
233,EXPOSED: How DEMONS Use The INTERNET!!!,YEmOFE5DV68,2014-06-17T21:14:05+00:00,0:33:13
234,King Of The Ocean EXPOSED: Entire Family Delivered!!!,bCZrEwsOJBw,2014-06-17T23:11:19+00:00,0:34:41
235,"""MY COVENANT WITH DEMONS"" - Magicians Secret Tricks Revealed!",Os_PE64BbHo,2014-06-18T15:17:27+00:00,0:55:24
236,"Prayer For Healing With T.B. Joshua - ""Good Morning!!!""",jRPshEF7NXg,2014-06-18T15:25:11+00:00,0:02:19
237,How Sex In The Dream Destroys | TB Joshua Prophecy,ESW9sZLNylA,2014-06-18T19:12:50+00:00,0:08:33
238,How God Talks To You - T.B. Joshua,5ye4Ru0ujG4,2014-06-19T07:41:56+00:00,0:04:01
239,I COMMAND RESTORATION! Mass Prayer With TB Joshua!!!,IknpEdKmdQc,2014-06-20T12:23:05+00:00,0:07:09
240,"""Controversy Over This Child..."" - T.B. JOSHUA PERSONAL PROPHECY",wVdvscnhTKg,2014-06-20T12:50:12+00:00,0:28:23
241,DISGUSTING: How Demons Use Sperm!!!,Eato_pVFebo,2014-06-20T17:09:24+00:00,0:04:59
242,Fear Not | Words Of Wisdom With TB Joshua,p_kw4P1u_5Y,2014-06-23T10:04:10+00:00,0:06:27
243,A DEMON sees ANGELS in CHURCH!!!,AWcAS2V-cDY,2014-06-23T13:14:01+00:00,0:24:45
244,WARNING: How Demons Can Enter You Through Computer Games!!!,1BXrk-B4u7A,2014-06-24T17:42:51+00:00,0:27:43
245,"""I Slept With 50 Men A Night..."" - CONFESSIONS OF A PROSTITUTE",pQj9_YL4SZQ,2014-06-25T19:52:20+00:00,0:23:36
246,You Are A Faith Man | Powerful Message From T.B. Joshua,iycLMEjoCGc,2014-06-25T20:29:50+00:00,0:05:44
247,The SECRETS Of CONTENTMENT | TB Joshua,KeB9MjAmJyA,2014-06-25T21:56:52+00:00,0:06:50
248,They Want To Kill Your Brother | Personal Prophecy From T.B. Joshua,vzxR20e3iTk,2014-06-25T22:07:30+00:00,0:08:14
249,"""RECEIVE REST FROM ALL YOUR TROUBLES"" - Pray Along With Prophet T.B. Joshua",Gcq7lXTbKy8,2014-07-02T22:34:54+00:00,0:01:28
250,WHAT IS FAITH? Teaching With T.B. Joshua,T4wmcKM3K5s,2014-07-05T02:46:39+00:00,1:15:44
251,NIGHTMARE BULLET UNCOVERED: Demonic Dreams In Reality!!!,23Q29i_7lUo,2014-07-09T06:25:05+00:00,0:08:17
252,"""THERE IS SUICIDE IN THE FAMILY."" - T.B. Joshua Personal Prophecy",AmxKMrbOeBA,2014-07-16T20:24:25+00:00,0:10:15
253,My Devilish Porn Addiction!!!,iD4sIikxxdw,2014-07-17T15:32:29+00:00,0:20:11
254,Malaysian Airlines MH17 Plane Crash Prophecy - T.B. Joshua,nPSu5Koibys,2014-07-18T22:11:17+00:00,0:02:39
255,Can God SEPARATE A Marriage??? MUST-WATCH!!!,MGfl5iCURSI,2014-08-02T21:40:05+00:00,0:28:53
256,Deborah Fraser | South African Gospel Musician At The SCOAN,ayJcMWacLA4,2014-08-07T21:54:00+00:00,0:11:46
257,South Korea Pastors Conference With T.B. Joshua | Day 1 | FULL,9p6S_oXDH4Y,2014-08-11T13:19:20+00:00,2:36:28
258,INNOCENT BOYS RESCUED FROM SATANIC RITUAL: TB Joshua Prophecy!!!,ipailYlM5IY,2014-08-14T20:07:17+00:00,0:15:26
259,I Tried To Seduce T.B. Joshua... - SEA PRINCESS!,ZlLXSQr1-Aw,2014-08-15T12:43:03+00:00,0:20:01
260,BREAK YOUR BAD HABITS - TB Joshua Mass Prayer!!!,HJB_RUavUnc,2014-08-15T14:11:39+00:00,0:07:34
261,MUST-WATCH MESSAGE: TB Joshua Pastors Conference In South Korea!!!,a6nYlEUjgZA,2014-08-16T10:22:43+00:00,1:17:04
262,How To Know Your Calling In Life - T.B. Joshua,S9vhzhV92Dc,2014-08-16T21:39:34+00:00,0:15:37
263,DEMON Attacks TB Joshua... And FAILS!!!,zVv90VfY9t8,2014-08-17T11:18:39+00:00,0:14:50
264,MIGHTY Revelation Of Jesus & TB Joshua!!!,oHJDUHYjKjc,2014-08-18T12:35:33+00:00,0:11:41
265,INCREDIBLE: Watch This Woman Walk Again!!!,xLLty5Gt7kY,2014-08-18T20:15:47+00:00,0:15:16
266,BIZARRE: The Tree I Cut Down Entered Inside Me!!!,XSWMEXTfGdY,2014-08-18T20:52:02+00:00,0:16:25
267,You CANNOT Deny This MIRACLE!!!,21ijUVwpsfA,2014-08-18T21:54:15+00:00,0:43:07
268,TB Joshua: IMPORTANT MESSAGE TO NIGERIA,QahtOd6Srts,2014-08-21T22:39:23+00:00,0:17:43
269,HORRIFIC HEALING: Vagina & Lip Cancer!!!,TJMb0_qOFqc,2014-08-21T23:15:32+00:00,0:09:49
270,EBOLA PRAYER: Break The Satanic Covenant!!! - T.B. Joshua,EunaRUwinNM,2014-08-22T14:18:50+00:00,0:12:05
271,NO PERFECT RELATIONSHIP: TB Joshua Sermon,Bi7YyCPhgCE,2014-08-23T22:33:24+00:00,0:17:59
272,YOU MUST LISTEN!!! Prayer With TB Joshua,lvzcse6YlYo,2014-08-27T10:09:15+00:00,0:05:21
273,CAST OFF: Broken Bone Healed In South Korea!!!,XXYEi5bpiew,2014-08-27T15:59:44+00:00,0:10:16
274,“Don’t Commit Suicide” - PROPHECY At South Korea Pastor’s Conference With T.B. Joshua,vL0jvdV7usY,2014-08-27T21:38:05+00:00,0:07:36
275,DO NOT Collect MONEY From The Sick!!! TB JOSHUA,OJn0VbQb-8I,2014-08-28T13:44:54+00:00,0:11:59
276,Marital Problems? DIVORCE Is NOT The Answer!!!,L1Fs0riEOHQ,2014-08-29T21:43:29+00:00,0:21:07
277,SHOCKING CONFESSIONS OF A FEMALE WITCHDOCTOR!!!,EqemuVyJ-b8,2014-08-30T23:11:09+00:00,0:45:30
278,A LIFE FULL OF CHOICES | TB Joshua Sermon,Kn-Y7D5LSjY,2014-09-01T14:02:48+00:00,0:29:36
279,LET THERE BE LIGHT IN YOUR SOUL! Pray With T.B. Joshua,qOwrrKePYS8,2014-09-02T08:37:01+00:00,0:03:12
280,DEMONS Reveal Shocking Secrets!,t-sy9vjLnjU,2014-09-02T16:59:12+00:00,0:15:49
281,"""I Am A Strong Man"" - DEMON Within Woman Confesses!",vbg5B80e9lE,2014-09-04T13:06:25+00:00,0:08:17
282,"""I Gave Her Drugs..."" - EVIL SPIRIT BEHIND DRUG ADDICTION EXPOSED...",W3H5IAl1OEA,2014-09-04T17:29:41+00:00,0:11:22
283,Demon Of Depression CAST OUT!!!,hMTp6H2wx8w,2014-09-05T15:16:15+00:00,0:11:45
284,DELIVERANCE From The Demon Of SEXUAL ABUSE!!!,riCiogLymw0,2014-09-05T21:30:37+00:00,0:11:40
285,“I Almost Took Her To HELL!” - DEMONIC MANIFESTATION!!!,IlCrasZiELE,2014-09-05T21:37:50+00:00,0:15:33
286,"DEMON OF LUST: “I Slept With My Wife’s Best Friend 3 Days After Marriage...""",mHPV7Wto0ug,2014-09-10T15:07:08+00:00,0:36:48
287,SPIRIT OF DEATH DELIVERANCE!!!,yRc4jklXhB4,2014-09-10T15:17:40+00:00,0:17:21
288,PROFESSIONAL MODEL DELIVERANCE: Spirit Of Lust & Womanising,wAXTUGprDSY,2014-09-11T19:39:04+00:00,0:20:27
289,APOSTLE RECEIVES DELIVERANCE FROM FAMILIAR SPIRIT!!!,aVAd0_hwuRU,2014-09-12T09:25:56+00:00,0:33:13
290,T.B. Joshua Speaks On SCOAN Building Collapse,3UG9UVD_T18,2014-09-17T21:42:20+00:00,0:27:13
291,"CONDOLENCE MESSAGE From T.B. Joshua, The SCOAN And Emmanuel TV",9SF2ciqDzyA,2014-09-20T12:25:51+00:00,0:02:51
292,T.B. Joshua Coming To South Africa In Honour Of ‘Martyrs Of Faith',oMnFG1l3uLQ,2014-09-24T12:21:37+00:00,0:13:15
293,ARCHIVE: First South African Visitor To The SCOAN,TWW6M6t5ATk,2014-09-24T13:54:54+00:00,0:16:00
294,FULL FOOTAGE Of SCOAN Building Collapse - SECURITY CAMERAS,D6DwUoqzaeI,2014-09-26T20:27:08+00:00,0:08:34
295,NEW Security Footage Of SCOAN Building Collapse,7o5jQsu28Ls,2014-09-27T14:59:03+00:00,0:01:53
296,"SATAN, BOW IN THE NAME OF JESUS - Viewers Prayer With T.B. Joshua",VM42VYubKGU,2014-10-01T11:43:12+00:00,0:03:13
297,Mass Prayer in KOREA With T.B. Joshua!,Zv4LymjoyKo,2014-10-02T22:33:56+00:00,0:04:02
298,Lucifer Fights T.B. Joshua: SPIRITUAL WARFARE!,mHUQtKNc-gE,2014-10-03T21:56:09+00:00,0:20:50
299,"SATANIST SPEAKS: “I Am The Lord Of Darkness...""",LelMr2NYxv0,2014-10-04T13:37:04+00:00,0:37:04
300,Controlled Demolition vs Collapse by Structural Failure,mAccLLUNq2s,2014-10-05T15:24:34+00:00,0:02:21
301,“A cloud that covers Nigeria... as close as my mouth.” - T.B. Joshua,JaosgsSuy2U,2014-10-05T19:57:45+00:00,0:02:45
302,IMPORTANT TEACHING ON SIN - TB Joshua,-5_f8yt604g,2014-10-10T12:14:50+00:00,0:26:05
303,WATCH INSTANT HEALING!!!,v7a5P1V8cHA,2014-10-10T23:56:12+00:00,0:10:34
304,"""I am SATAN!""",77ewyEShZng,2014-10-11T14:51:41+00:00,0:26:32
305,“BE REVIVED!” - Pray with T.B. Joshua,-WVuooaRrDE,2014-10-14T18:57:52+00:00,0:02:53
306,Footage of Controlled Demolitions in Nigeria,mdLL8mC0snI,2014-10-15T18:18:40+00:00,0:02:45
307,REBUKE DEMONIC ACTIVITIES: Powerful Prayer With TB Joshua!!!,OEl6sSnFvCg,2014-10-16T15:00:05+00:00,0:07:02
308,How To QUIT Smoking!!!,1UnIfBa1Jdg,2014-10-17T10:12:27+00:00,0:08:02
309,TB JOSHUA WORLD PRAYER: 'Speak Fire To Your Challenges!!!',nqB4pIr_9ck,2014-10-18T20:41:15+00:00,0:19:59
310,BREAK SIN'S POWER: T.B. Joshua POWERFUL Prayer,CnGeSNu_BEg,2014-10-22T12:43:59+00:00,0:12:42
311,I ENJOY Making Men CRY!!!,l2iMoZGTlWc,2014-10-22T17:45:25+00:00,0:17:22
312,DISCOVERING YOUR PURPOSE IN LIFE: T.B. Joshua Sermon,FcVYr2nvJTA,2014-10-24T14:52:30+00:00,0:26:37
313,Woman Tries To TRICK T.B. Joshua...,NlLsLJlpL1g,2014-10-25T22:51:29+00:00,0:11:08
314,HOW TO OVERCOME DOUBT: Life-Changing Sermon With T.B. Joshua!!!,KGAMswFJM_A,2014-10-29T13:53:24+00:00,0:29:37
315,WHAT CAN SEPARATE YOU FROM THE LOVE OF CHRIST? T.B. Joshua Viewers Prayer,XjVLpjGjLmU,2014-10-29T13:58:12+00:00,0:01:49
316,An EYE-OPENING Miracle!!!,EdxmUc_jY_A,2014-10-31T18:30:16+00:00,0:03:46
317,DELIVERED From Facebook Masturbation!,aPrPTelcnT0,2014-11-10T15:09:44+00:00,0:05:25
318,"HEAVEN IS OUR HOME - Ft. Kimmy Skota, Written By T.B. Joshua",uXDKmvS344E,2014-11-11T06:08:36+00:00,0:08:37
319,SEXUAL SLAVERY VICTIM SPEAKS OUT!!!,ekhJ_diIGf0,2014-11-12T11:19:26+00:00,0:21:47
320,The Man Who Married A STICK!!!,NP2JWjxPRXM,2014-11-12T11:36:29+00:00,0:08:20
321,“I Can Hear RESCUE!!!” - T.B. Joshua Prayer,DzCFawlnq6g,2014-11-13T11:43:06+00:00,0:02:32
322,Little Girls Leg Saved From Amputation | T.B. Joshua Early Ministry Footage,I4YJHasy9XM,2014-11-13T11:57:16+00:00,0:05:18
323,This Is Someone’s Foot... HEEL HEALING!!!,XrH4C3-d9j0,2014-11-14T13:28:00+00:00,0:11:34
324,EMMANUEL TV: Incredible Resurrection Testimony!!!,J-TI0wGkOL0,2014-11-17T10:50:53+00:00,0:09:08
325,"""He Chases Women With Big..."" - LUST Is From HELL!!!",km8X_7XibVo,2014-11-17T11:18:01+00:00,0:28:08
326,KIMMY SKOTA: Heaven Is Our Home,p4y1BbaxhFI,2014-11-17T18:20:45+00:00,0:07:21
327,Colombia Crusade With T.B. Joshua | Day 1 | SERMON: The Price Of Faith,73ne6ThwKqk,2014-11-20T18:44:45+00:00,0:43:28
328,EMMANUEL TV Barrenness Testimony | Colombia Crusade With T.B. Joshua!,CDoEq1RGO1Q,2014-11-20T18:57:01+00:00,0:13:27
329,“SHUT UP!!!” - DEMON Behind Eating Disorder EXPOSED in Colombia!,vF6PD_dBPGI,2014-11-21T12:31:18+00:00,0:06:59
330,Demon Attempts To Run Away During Deliverance In Colombia!!!,e5hKVfHyack,2014-11-22T23:45:09+00:00,0:04:01
331,DEMONS Manifest Around Stadium!,VyxnbvHxXLI,2014-11-23T21:03:59+00:00,0:13:27
332,Bed-Ridden Man Receives AMAZING MIRACLE!,Vuww-074SxY,2014-11-24T11:52:34+00:00,0:12:39
333,“It Is God’s Will To Set You Free!” - T.B. JOSHUA VIEWERS PRAYER!,cmQDuO9wnhk,2014-11-24T12:10:51+00:00,0:03:56
334,"""I HATE GOD...” -  DEMON Of LUST Confesses!!!",gxN6Py3ST4E,2014-11-27T12:01:08+00:00,0:11:12
335,THE MOST POWERFUL PRAYER YOU MAY EVER WATCH...,WOxcV2OUj0M,2014-11-27T14:56:32+00:00,0:19:01
336,BEAUTIFUL Little Girl Receives Instant Miracle!!!,NhDM2--OsG4,2014-11-28T10:35:35+00:00,0:06:54
337,Colombia Crusade With Prophet T.B. Joshua | INTRODUCTION,BOV4OskCVYo,2014-11-28T20:00:15+00:00,0:01:41
338,STOP Making Jesus Unpopular!!! | TB JOSHUA,M9BFUz9Hwzg,2014-11-28T20:26:59+00:00,0:26:40
339,C.S Upthegrove PROPHECY To T.B. Joshua At THE COLOMBIA CRUSADE!,Hnj3lp6Q2AA,2014-12-02T11:58:35+00:00,0:15:12
340,"T.B. JOSHUA: “I Am Your Brother; I Am Not Jesus!""",VCFz3Rdh4qA,2014-12-03T22:59:28+00:00,0:08:58
341,POWERFUL HEALING IN JESUS’ NAME!!!,96kdiiS4JP0,2014-12-05T19:01:48+00:00,0:08:24
342,INSTANT MIRACLE: Young Footballer Walks Without Crutches!!!,FJFJzgAmRMU,2014-12-06T12:12:53+00:00,0:08:56
343,T.B. JOSHUA PROPHECY: Oil Prices Will Drop Drastically!,Z4jDP2d5vjo,2014-12-08T13:25:07+00:00,0:06:28
344,WEIGHT LOSS PRAYER: TB Joshua,DDo4Yc6mPdg,2014-12-10T14:31:09+00:00,0:02:39
345,T.B. JOSHUA: Heavily Anointed Prayer For Viewers!,OvKWGvXhbxI,2014-12-10T14:47:48+00:00,0:23:02
346,GOD’S POWER KNOCKED ME DOWN!,IeiBH61Ow6Q,2014-12-11T20:52:56+00:00,0:10:44
347,NEVER A DEMON JESUS CANNOT DELIVER!,4GDpUJbJ1aQ,2014-12-16T13:47:23+00:00,0:02:00
348,BE DELIVERED WATCHING THIS!!! Transferable Anointing - T.B. Joshua!,JsxmgRsrqqg,2014-12-16T13:56:01+00:00,0:14:47
349,T.B. Joshua EXPOSES Terrorist Plans!!!,TKQInGmoiGk,2014-12-18T21:20:18+00:00,0:05:00
350,How I Married My Spiritual Wife!!!,EPX_m93YFx0,2014-12-20T19:35:51+00:00,0:41:24
351,T.B. Joshua Teaching DELIVERANCE!,2yJ2KOYanuY,2014-12-20T19:59:08+00:00,0:11:07
352,"WITCHDOCTOR: “How I Married A Woman 50 YEARS Younger Than Me!""",J0aTT-GKsD8,2014-12-20T20:25:42+00:00,1:08:19
353,How DEMONS Use LUST To Destroy People!!!,CxGZNTlLpfA,2014-12-20T20:55:02+00:00,0:36:54
354,HEALING MIRACLE: Oxygen Mask REMOVED After PRAYER!,BnrFUOWbBkk,2014-12-23T19:36:29+00:00,0:14:28
355,T.B. Joshua's Secrets REVEALED!!!,j5wVoBqa0o8,2014-12-25T16:22:16+00:00,0:05:06
356,T.B. JOSHUA - Why THE FIRE has REDUCED in CHURCH!,BZyU0VDVRtk,2014-12-25T16:33:22+00:00,0:47:18
357,Every Spirit Of Addiction: LOOSE YOUR GRIP! - T.B. Joshua Viewers Prayer,OhLk9zeALDc,2014-12-27T23:54:53+00:00,0:17:02
358,AirAsia Plane Crash PROPHECY - T.B. Joshua,5XlkPQWLLCw,2014-12-28T15:37:36+00:00,0:05:08
359,Nubuatan Kecelakaan AirAsia Di Indonesia - T.B. Joshua,UqVirsGVfBw,2014-12-29T09:20:50+00:00,0:07:06
360,Orphanages in Ukraine Light Up With Smiles During Emmanuel TV Visit,n1y74bDlFOI,2015-01-02T17:20:51+00:00,0:22:16
361,GOOD MORNING! Prophetic Prayer For 2015 - T.B. Joshua,4kvtq-H_i6Q,2015-01-02T19:32:46+00:00,0:02:48
362,GOOD MORNING: Anointed Words For 2015 - T.B. Joshua,tO3KvV8NgI8,2015-01-05T21:02:48+00:00,0:04:10
363,MARTYRS OF FAITH'S Relations Visit Site Of SCOAN Building Collapse,EGKM0Mn_R6w,2015-01-06T02:55:11+00:00,0:06:55
364,SURVIVOR Of SCOAN Building Collapse Speaks Out,AFRDdV-37Gw,2015-01-06T02:57:04+00:00,0:03:57
365,"Wife Of Martyr Of Faith - ""My Husband Knew He Was Going""",P06ldM1FD_I,2015-01-06T02:57:22+00:00,0:13:19
366,"""I Saw My Husband In Heaven"" - WIFE OF MARTYR OF FAITH",O3f5lqiHdgg,2015-01-06T02:58:05+00:00,0:06:15
367,"""My Husband Told Me He's At Peace"" - WIFE OF MARTYR OF FAITH",HHLKpIj__qc,2015-01-06T02:58:25+00:00,0:09:44
368,"""The Last Text My Daughter Sent Me Was GOOD MORNING"" - Mother Of MARTYR OF FAITHH",vePCjsiAqvU,2015-01-06T02:59:37+00:00,0:02:21
369,"""My Husband Got SAVED At The SCOAN Before His Death"" - Wife Of MARTYR OF FAITH",cdYJQ7aoKsU,2015-01-06T03:00:03+00:00,0:04:05
370,"""WE ARE NOT DEAD; WE ARE ALIVE"" - Message From Martyrs Of Faith",RC_Cj7WsuJA,2015-01-06T03:00:20+00:00,0:03:09
371,"LAST WORDS Of Daughter To Mother  - ""I AM NOT COMING BACK""",4ZwsJabOY5c,2015-01-06T03:01:03+00:00,0:10:16
372,"""The Martyrs Of Faith Were Ready To Go Home""",Jm-bOMEGP8g,2015-01-06T03:01:23+00:00,0:04:16
373,"""Live Life As If Each Day Were Your Last"" - SIBLING TO TWO MARTYRS OF FAITH",DJc_MgZINh8,2015-01-06T03:01:41+00:00,0:02:36
374,ENGINEERING EXPERT Speaks On SCOAN Building Collapse & Controlled Demolition,HbWOmSECc-I,2015-01-07T01:41:41+00:00,0:13:46
375,PARIS TERROR ATTACK - T.B. Joshua Prophecy,k03Ye5xusTY,2015-01-07T21:49:49+00:00,0:03:23
376,WATER THERAPY - TB Joshua,06IzVBvHfZk,2015-01-07T23:06:23+00:00,0:04:21
377,BE RELEASED! Pray With T.B. Joshua,Bypxwuk2oGs,2015-01-11T22:44:30+00:00,0:13:12
378,WHY PASTOR REFUSED TO COLLECT OFFERING MONEY!!!,FG_ewp_J4G4,2015-01-13T08:24:12+00:00,0:14:04
379,USE YOUR FAITH TO PUT A DEMAND - T.B. Joshua,jUxtDs5OfoU,2015-01-13T09:20:06+00:00,0:10:33
380,VIOLENT SPIRITS EXPOSED: T.B. Joshua Powerful Prayer!!!,Y_0VYnAv8v8,2015-01-19T14:44:35+00:00,0:13:10
381,HOW TO LIVE IN GOD’S WORD - T.B. Joshua,Od8BDeLiGms,2015-01-21T12:23:12+00:00,0:24:56
382,COLOMBIA CHARITY EVENT with T.B. JOSHUA,sHEvNuheOcg,2015-01-21T15:13:59+00:00,0:23:17
383,DON’T GIVE UP! T.B. Joshua - Short Sermon,msqyLKjiAzE,2015-01-22T13:24:39+00:00,0:13:52
384,DEMON-POSSESSED Lady Slaps Herself During Deliverance!,TT8xBtZdzAQ,2015-01-22T21:59:44+00:00,0:11:52
385,MEDICALLY CONFIRMED HIV/AIDS HEALING: Two Sisters!,VEkhK_x4FC0,2015-01-28T22:47:43+00:00,0:08:45
386,How To Be Born Again WITH POWER - T.B. Joshua Sermon,1GriI9uDcvM,2015-01-31T13:25:18+00:00,0:17:59
387,AMAZING PROOF MIRACLES STILL HAPPEN TODAY!,PytoImZDXw4,2015-01-31T17:52:56+00:00,0:31:36
388,WHAT TO DO WHEN PRAYERS SEEM UNANSWERED - T.B. Joshua Sermon,ENFd-7iSrrM,2015-02-03T19:29:31+00:00,0:17:42
389,Strange Addiction: ANIMAL SPIRITS EXPOSED!!!,esRZnXk-mQc,2015-02-04T18:19:42+00:00,0:11:37
390,CONFESSIONS OF AN EX-RUSSIAN MAFIA MEMBER!!!,calghjPNtvM,2015-02-05T15:05:39+00:00,0:17:37
391,SUPERNATURAL! Strange Needles Appear Within Young Girl!,XO1umfwuoAc,2015-02-05T15:35:46+00:00,0:35:33
392,LIFE CHANGING PRAYER!!! | TB Joshua,8TVCrSGps2w,2015-02-05T17:25:37+00:00,0:31:51
393,GOD’S NOT DEAD: Powerful Prayers!,JCYPTrXm06Y,2015-02-07T12:14:10+00:00,0:08:55
394,NIGERIAN ELECTIONS POSTPONED: TB Joshua Prophecy,B7RIvjBA3xk,2015-02-08T12:45:44+00:00,0:02:53
395,THE MAIN THING ABOUT CHRISTIANITY: TB Joshua,ksxj4o09IEE,2015-02-10T19:20:14+00:00,0:05:24
396,“You Woke Up With Sperm On Your Body...” | AMAZING PERSONAL PROPHECY - TB JOSHUA,WyEoTq__kSs,2015-02-11T20:36:24+00:00,0:27:00
397,"""YOU ARE A BEDWETTER!"" | TB Joshua Personal Prophecy",bwfhWpp2B_Y,2015-02-12T11:02:55+00:00,0:08:31
398,SPEAK FAITH! Short Sermon - TB Joshua,1YzlWbYF_uw,2015-02-12T12:43:48+00:00,0:15:47
399,MASS PRAYER: Sin's Power Over You - BE BROKEN!,7cY1abH59fM,2015-02-17T13:35:45+00:00,0:08:46
400,YOUR PRAYERS FOR MANY YEARS ARE NOT LOST: TB Joshua Prayer!,5GbZWDqpLxk,2015-02-18T08:30:48+00:00,0:03:37
401,The REAL Value Of Money - TB Joshua,0w4x9u9rA0E,2015-02-19T20:50:19+00:00,0:06:08
402,EDUCATION IS NOT SUCCESS - TB Joshua,aJubX7lH01I,2015-02-19T21:03:06+00:00,0:08:31
403,WATCH Young Girl TURNING Into A SNAKE!!!,3z0KWSKL5Z8,2015-02-20T20:28:52+00:00,0:14:52
404,CHIEF ZEBRUDAYA ‘ALIAS 4:30’ | Veteran Nigerian Comedian Testifies At The SCOAN,iZUe-jtzsOA,2015-02-21T14:14:51+00:00,0:11:22
405,THE MOST INSPIRING DRAMA YOU MAY EVER WATCH!!!,C_tUIaQ_078,2015-02-22T10:56:08+00:00,1:00:35
406,POWERFUL WORSHIP: Bongani Nchang Sings At The SCOAN!,AnrUe2LcU5g,2015-02-25T18:36:30+00:00,0:19:22
407,MONEY RITUALS: Shocking Secrets EXPOSED!,8KY7KuChfmc,2015-02-27T18:37:22+00:00,0:37:44
408,TURN THE OTHER CHEEK: Short Christian Drama!,aBwOj8aTc1w,2015-02-28T19:08:53+00:00,0:02:12
409,IT IS TIME TO SHINE!!! TB Joshua Prayer,Igo8PkjFWiE,2015-03-05T16:55:26+00:00,0:03:49
410,THAT CAGE - BE OPENED! TB Joshua Prayer,MwZyiEOEfu4,2015-03-11T14:55:52+00:00,0:13:47
411,HEALING FLOW - Powerful TB Joshua Prayer!,IKx57ZHRxwI,2015-03-12T08:35:53+00:00,0:09:48
412,CHILLING: Satanist Secrets!,OpaVQcO8pt0,2015-03-12T16:14:49+00:00,0:25:37
413,RESURRECTION Caught On Camera!!!,nLbicZGOHL4,2015-03-13T07:45:10+00:00,0:18:15
414,Euro Currency Fall - TB JOSHUA PROPHECY,h3fRF17Zy6M,2015-03-13T22:14:06+00:00,0:01:48
415,MORNING WATER: Gospel Artist Testimony!!!,Up-X7jj53ic,2015-03-15T13:02:35+00:00,0:13:30
416,SNAKES BEHIND SKIN DISEASE: Hungarian Pastor!!,Fz8g4gxvdsM,2015-03-17T09:55:07+00:00,0:16:42
417,DEMON-POSSESSED Man With 186 Evil Spirits DELIVERED!!!,5cAUV6KWA-8,2015-03-18T17:30:09+00:00,0:14:56
418,T.B. Joshua Speaks On JOB CREATION!,VHC4In5O6hg,2015-03-19T13:38:33+00:00,0:42:42
419,How DEMONS Sent Me To PRISON!,ItNr5G97xLg,2015-03-19T15:11:30+00:00,0:22:53
420,MUST-WATCH LESSON FOR SOCIETY!,JsF4sXf-AR0,2015-03-19T17:51:30+00:00,0:29:52
421,INDIAN DEMON EXPOSED!!!,S7FY2YfT5eU,2015-03-20T14:33:52+00:00,0:20:01
